danceability,key,loudness,acousticness,instrumentalness,liveness,valence,tempo,popular
0.691,0,-14.438,0.934,0.0,0.0719,0.486,87.01,0.0
0.528,8,-5.384,0.768,0.0,0.172,0.824,180.098,1.0
0.386,2,-7.715,0.417,0.0,0.0881,0.287,169.837,1.0
0.429,10,-11.945,0.973,9.45e-06,0.114,0.162,98.682,0.0
0.746,0,-5.997,0.223,4.46e-05,0.132,0.903,119.991,1.0
0.461,6,-5.124,0.247,5.35e-06,0.0767,0.688,99.992,1.0
0.843,9,-2.75,0.112,0.0114,0.932,0.544,134.929,1.0
0.484,8,-7.147,0.958,9.91e-06,0.121,0.112,87.333,0.0
0.542,7,-5.959,0.000493,0.899,0.111,0.0392,129.969,0.0
0.756,10,-4.744,0.787,2.11e-05,0.108,0.907,113.225,0.0
0.684,0,-7.326,0.0426,0.0,0.975,0.482,125.953,1.0
0.802,11,-3.845,0.02,0.0,0.314,0.83,79.981,1.0
0.65,4,-10.708,0.84,3.89e-05,0.13,0.139,114.795,0.0
0.609,1,-3.471,0.0823,0.0,0.0999,0.314,128.006,1.0
0.549,10,-4.526,0.296,0.0,0.0741,0.756,140.018,1.0
0.606,9,-4.261,0.481,0.0,0.109,0.624,89.981,1.0
0.311,10,-10.365,0.734,5.99e-06,0.24,0.206,164.41,0.0
0.635,0,-5.158,0.0338,0.000122,0.164,0.881,143.748,1.0
0.61,9,-16.296,0.551,1.87e-06,0.145,0.518,142.791,0.0
0.591,8,-6.859,0.12,4.95e-06,0.369,0.24,142.01,1.0
0.546,9,-2.406,0.00606,2.7e-05,0.104,0.761,132.969,1.0
0.613,3,-7.364,0.373,0.0,0.137,0.412,142.055,1.0
0.713,7,-13.152,0.604,0.0,0.628,0.48,128.74,0.0
0.647,3,-4.389,0.157,0.0,0.0844,0.769,114.998,1.0
0.777,1,-6.717,0.0713,0.00522,0.101,0.397,117.978,1.0
0.634,5,-10.303,0.786,0.000111,0.733,0.571,109.321,0.0
0.627,2,-14.659,0.831,0.0,0.738,0.916,89.941,0.0
0.476,11,-2.665,0.0593,0.0,0.394,0.746,160.025,1.0
0.356,7,-20.146,0.982,0.944,0.122,0.365,112.709,0.0
0.758,0,-6.444,0.282,0.0,0.144,0.361,107.95,1.0
0.494,8,-5.212,0.604,5.12e-05,0.0663,0.975,209.93,0.0
0.698,1,-21.617,0.464,4e-06,0.109,0.63,134.188,0.0
0.72,5,-7.701,0.121,0.0,0.307,0.689,96.005,1.0
0.555,9,-7.032,0.497,0.0,0.103,0.146,67.027,1.0
0.51,0,-10.186,0.0747,0.0369,0.0557,0.657,104.84,0.0
0.758,2,-7.69,0.289,0.0,0.0879,0.914,133.181,1.0
0.809,4,-9.928,0.284,0.0,0.111,0.636,125.038,1.0
0.838,11,-7.246,0.0625,0.0,0.142,0.3,125.99,1.0
0.871,2,-9.264,0.171,0.0,0.0551,0.794,97.422,1.0
0.698,9,-4.88,0.0526,4.73e-06,0.314,0.615,154.845,1.0
0.786,9,-11.177,0.00737,0.00186,0.181,0.831,126.461,1.0
0.514,9,-5.615,0.935,0.0,0.121,0.533,112.93,0.0
0.488,11,-14.86,0.975,0.652,0.114,0.597,78.793,0.0
0.448,5,-5.425,0.127,2.02e-06,0.0815,0.55,91.561,1.0
0.594,2,-8.564,0.509,0.0,0.0979,0.702,94.204,0.0
0.648,3,-6.438,0.833,1.43e-06,0.119,0.702,75.131,0.0
0.668,1,-6.127,0.0102,0.000479,0.0561,0.729,191.944,1.0
0.552,2,-11.332,0.949,2.51e-05,0.162,0.904,201.978,0.0
0.667,0,-13.637,0.376,0.904,0.0799,0.435,108.781,0.0
0.246,2,-14.497,0.981,0.00113,0.128,0.0841,92.769,0.0
0.661,2,-17.205,0.966,0.0,0.109,0.641,109.487,0.0
0.34,0,-6.986,0.687,0.000209,0.287,0.226,173.707,0.0
0.765,11,-3.176,0.0141,0.212,0.512,0.47,117.019,1.0
0.458,4,-6.815,0.31,0.0,0.229,0.437,136.082,0.0
0.582,2,-15.377,0.328,7.19e-05,0.0936,0.594,83.464,0.0
0.438,9,-6.597,0.342,2.15e-05,0.132,0.394,149.782,1.0
0.624,2,-9.507,0.575,0.0,0.085,0.748,124.945,0.0
0.449,6,-7.632,0.992,0.0491,0.364,0.613,140.981,0.0
0.265,0,-13.346,0.99,0.497,0.319,0.453,71.532,0.0
0.764,2,-10.192,0.966,0.317,0.134,0.934,125.103,0.0
0.715,6,-7.068,0.0179,1.17e-05,0.267,0.844,150.044,0.0
0.759,10,-14.231,0.118,0.00708,0.13,0.575,99.959,0.0
0.805,5,-7.907,0.218,0.0,0.114,0.476,98.995,1.0
0.471,11,-9.478,0.856,0.0,0.108,0.356,135.707,0.0
0.744,10,-5.86,0.196,0.0,0.0969,0.718,120.99,1.0
0.481,4,-1.108,0.00305,0.642,0.13,0.961,156.859,1.0
0.674,6,-8.636,0.0387,0.00202,0.194,0.773,151.486,1.0
0.409,0,-6.117,0.0383,0.0,0.109,0.444,114.992,1.0
0.693,10,-8.301,0.51,3.11e-05,0.168,0.621,84.032,0.0
0.583,6,-4.798,0.00695,0.0241,0.22,0.254,142.029,1.0
0.487,10,-6.506,0.00141,3e-05,0.109,0.219,112.269,0.0
0.524,10,-11.046,0.652,6.81e-05,0.147,0.528,139.744,0.0
0.635,0,-13.508,0.226,2.81e-05,0.0335,0.514,140.417,0.0
0.69,7,-8.087,0.508,0.0,0.344,0.544,91.804,1.0
0.734,10,-6.503,0.259,0.0,0.114,0.463,107.97,1.0
0.499,0,-4.431,0.0183,0.0,0.0512,0.893,188.853,1.0
0.659,0,-11.4,0.29,0.0,0.091,0.928,119.044,0.0
0.597,4,-6.216,0.126,0.0,0.214,0.521,79.071,1.0
0.426,11,-6.926,0.409,0.0,0.112,0.189,84.141,1.0
0.624,10,-6.664,0.501,0.00672,0.202,0.835,116.023,0.0
0.824,9,-7.893,0.415,0.0,0.106,0.847,94.708,1.0
0.852,1,-6.471,0.112,0.00129,0.555,0.572,129.99,0.0
0.212,9,-12.911,0.955,0.000207,0.0942,0.0702,179.984,0.0
0.662,0,-5.451,0.543,0.0,0.297,0.584,82.996,0.0
0.5,7,-31.385,0.931,0.0282,0.131,0.451,90.384,0.0
0.472,4,-9.881,0.727,0.0,0.112,0.661,76.143,0.0
0.738,11,-6.489,0.753,1.55e-05,0.126,0.308,130.003,1.0
0.797,8,-4.561,0.118,0.000153,0.0881,0.867,87.936,1.0
0.726,6,-8.772,0.0591,0.0,0.347,0.897,136.021,1.0
0.747,4,-8.696,0.182,0.0574,0.0616,0.875,169.502,0.0
0.699,8,-8.762,0.26,0.000137,0.14,0.847,102.26,1.0
0.846,2,-8.375,0.00433,0.0,0.0965,0.432,124.288,1.0
0.706,11,-6.451,0.409,1.03e-06,0.368,0.622,156.053,1.0
0.787,9,-9.299,0.00112,0.769,0.0848,0.538,135.281,0.0
0.77,9,-4.182,0.00375,0.00281,0.0515,0.725,130.76,1.0
0.494,0,-6.011,0.558,0.0,0.238,0.675,145.606,1.0
0.503,11,-6.12,0.0276,0.000218,0.0904,0.764,78.801,1.0
0.546,11,-9.354,0.61,0.0,0.358,0.647,140.715,0.0
0.348,8,-9.553,0.819,0.0856,0.191,0.141,82.911,1.0
0.829,9,-7.002,0.295,0.00132,0.165,0.78,128.776,1.0
0.72,2,-10.927,0.669,0.0,0.673,0.532,88.218,0.0
0.265,8,-8.376,0.913,0.0431,0.139,0.167,128.873,0.0
0.79,11,-5.042,0.149,0.0,0.189,0.832,109.944,1.0
0.478,8,-9.301,0.974,0.965,0.21,0.738,79.88,0.0
0.559,5,-7.712,0.446,0.00141,0.154,0.397,121.227,0.0
0.48,0,-9.547,0.835,0.00852,0.554,0.819,69.148,0.0
0.65,1,-5.587,0.00883,0.865,0.171,0.514,127.002,1.0
0.76,10,-3.913,0.0758,8.21e-05,0.321,0.948,107.994,1.0
0.837,8,-7.914,0.382,0.0,0.298,0.929,138.634,0.0
0.741,9,-11.956,0.405,0.0,0.164,0.651,96.023,0.0
0.389,7,-8.061,0.249,0.0,0.13,0.275,142.14,1.0
0.511,11,-9.255,0.585,0.0,0.103,0.224,132.714,0.0
0.566,9,-9.834,0.496,0.0,0.362,0.578,94.105,0.0
0.774,9,-14.445,0.98,0.172,0.208,0.813,130.897,0.0
0.739,5,-9.093,0.493,0.0,0.166,0.712,127.046,1.0
0.746,5,-6.019,0.584,0.0,0.166,0.825,104.534,0.0
0.764,8,-12.23,0.0577,0.0,0.216,0.76,79.082,0.0
0.774,2,-4.304,0.107,0.0,0.0609,0.845,95.009,1.0
0.677,11,-6.729,0.101,0.0,0.132,0.368,126.88,1.0
0.535,10,-4.008,0.0135,0.0,0.133,0.376,144.022,1.0
0.807,10,-5.854,0.127,0.00711,0.094,0.331,122.116,1.0
0.647,8,-9.813,0.986,0.706,0.666,0.9,76.289,0.0
0.75,0,-7.306,0.428,0.634,0.0931,0.586,100.026,1.0
0.395,7,-3.522,0.795,3.63e-06,0.0627,0.168,89.859,1.0
0.626,0,-8.484,0.449,4.94e-06,0.0942,0.643,126.503,0.0
0.389,10,-6.761,0.2,3.13e-06,0.125,0.383,127.964,1.0
0.549,1,-16.895,0.981,1.09e-05,0.149,0.654,86.27,0.0
0.56,9,-14.543,0.04,0.0157,0.0631,0.536,98.805,0.0
0.367,9,-11.221,0.305,0.0256,0.196,0.445,149.394,1.0
0.414,0,-12.449,0.597,1.34e-06,0.0536,0.318,85.613,0.0
0.481,9,-15.368,0.454,0.0,0.429,0.71,90.587,0.0
0.79,8,-12.28,0.431,0.0,0.0873,0.474,92.994,0.0
0.696,2,-8.33,0.0495,0.0,0.49,0.495,105.962,0.0
0.785,7,-5.314,0.123,0.0,0.0728,0.765,143.304,1.0
0.788,0,-13.596,0.941,0.000429,0.177,0.752,135.7,0.0
0.45,9,-15.201,0.921,1.85e-05,0.0756,0.366,121.976,0.0
0.662,10,-17.227,0.633,0.0,0.0938,0.919,90.585,1.0
0.846,0,-4.244,0.463,0.0,0.0818,0.968,130.051,1.0
0.69,2,-9.36,0.0175,3.26e-06,0.0891,0.733,174.038,1.0
0.659,2,-9.253,0.000606,0.899,0.159,0.191,125.958,0.0
0.61,11,-4.589,0.0993,0.0224,0.0929,0.572,100.934,1.0
0.714,11,-5.996,0.993,0.00173,0.253,0.655,98.881,0.0
0.397,4,-10.384,0.553,1.86e-06,0.127,0.21,89.516,0.0
0.76,11,-5.852,0.0229,0.0869,0.298,0.966,120.264,1.0
0.721,5,-3.256,0.0167,0.0145,0.899,0.432,122.971,1.0
0.849,8,-11.624,0.523,0.0,0.0998,0.362,122.1,0.0
0.813,9,-6.005,0.0227,0.00165,0.0956,0.681,150.003,1.0
0.646,4,-10.107,0.176,0.00141,0.124,0.808,94.981,0.0
0.688,7,-4.638,0.226,0.0,0.376,0.694,152.065,1.0
0.857,5,-19.46,0.226,0.0,0.107,0.233,120.311,0.0
0.634,9,-9.913,0.381,4.76e-05,0.111,0.275,128.046,1.0
0.784,4,-7.57,0.493,0.000482,0.0903,0.613,115.0,0.0
0.381,4,-17.7,0.75,4.03e-05,0.14,0.335,52.859,0.0
0.51,11,-8.171,0.162,0.0,0.284,0.371,89.384,0.0
0.811,2,-11.784,0.681,0.0,0.363,0.967,97.528,0.0
0.356,9,-8.835,0.231,0.000187,0.316,0.374,171.502,0.0
0.814,4,-19.927,0.726,0.0,0.305,0.737,133.362,0.0
0.234,10,-16.696,0.837,0.0844,0.2,0.249,140.598,0.0
0.6,3,-9.483,0.582,3.67e-06,0.142,0.984,137.711,1.0
0.733,5,-8.098,0.194,0.0,0.122,0.513,154.961,1.0
0.801,1,-11.022,0.115,0.273,0.104,0.88,123.145,0.0
0.653,7,-7.499,0.524,4.02e-06,0.109,0.417,118.117,0.0
0.616,0,-7.288,0.051,0.762,0.119,0.534,101.063,1.0
0.7,4,-12.251,0.597,0.0,0.32,0.823,125.087,0.0
0.427,7,-10.71,0.74,0.0,0.131,0.654,208.241,0.0
0.868,11,-5.388,0.0518,0.0,0.0666,0.556,88.009,1.0
0.705,4,-5.416,0.582,0.0,0.2,0.706,115.959,1.0
0.696,11,-21.995,0.718,0.0,0.247,0.458,124.286,0.0
0.421,9,-6.275,0.92,0.0,0.182,0.389,94.317,0.0
0.62,9,-5.027,0.0327,0.0,0.101,0.464,128.962,1.0
0.616,5,-14.566,0.621,0.00136,0.0785,0.585,132.755,0.0
0.662,4,-5.921,0.608,0.0,0.142,0.789,168.109,1.0
0.621,1,-11.126,0.791,0.00415,0.605,0.958,113.701,0.0
0.536,7,-4.128,0.41,0.0,0.142,0.314,72.06,1.0
0.598,5,-4.245,0.0355,2.81e-05,0.365,0.612,202.046,1.0
0.563,4,-6.833,0.0866,0.016,0.357,0.335,129.842,1.0
0.368,0,-13.306,0.799,3.06e-05,0.114,0.128,97.869,0.0
0.62,5,-7.788,0.569,0.0,0.19,0.357,100.023,1.0
0.492,4,-7.834,0.356,0.00012,0.0968,0.286,149.838,1.0
0.688,11,-3.681,0.376,0.0,0.232,0.622,105.016,1.0
0.726,10,-8.088,0.121,0.0,0.112,0.212,171.885,1.0
0.16,2,-18.978,0.445,0.863,0.108,0.0395,69.064,0.0
0.37,2,-7.213,7.97e-06,0.000175,0.0762,0.418,81.744,1.0
0.893,5,-6.137,0.487,5.87e-06,0.0815,0.953,110.522,1.0
0.122,0,-17.257,0.846,0.877,0.321,0.0361,171.832,0.0
0.306,2,-5.315,0.0264,0.0,0.0972,0.484,179.608,0.0
0.828,10,-8.295,0.000222,0.00385,0.11,0.492,127.975,0.0
0.52,6,-6.077,0.732,0.0,0.0285,0.789,175.256,0.0
0.769,4,-15.795,0.929,0.0,0.402,0.369,86.677,0.0
0.653,7,-12.953,0.0301,0.283,0.547,0.41,165.638,0.0
0.318,2,-8.75,0.69,0.0,0.298,0.574,164.904,0.0
0.619,11,-5.886,0.00393,0.0,0.145,0.758,116.98,1.0
0.439,4,-12.849,0.82,2.11e-06,0.179,0.414,181.514,0.0
0.543,5,-4.391,0.403,0.0,0.191,0.616,78.944,1.0
0.461,1,-18.813,0.994,0.957,0.108,0.268,75.77,0.0
0.611,0,-5.445,0.0132,0.0,0.105,0.771,159.927,1.0
0.582,6,-9.961,0.124,0.00139,0.151,0.504,111.441,1.0
0.515,9,-15.301,0.864,0.00226,0.118,0.532,113.96,0.0
0.682,0,-5.77,0.148,0.0,0.0629,0.671,167.886,1.0
0.463,4,-4.341,0.024,0.0,0.293,0.374,131.594,1.0
0.408,7,-6.286,0.000455,0.862,0.0889,0.666,82.523,1.0
0.469,4,-10.09,0.524,2.81e-05,0.081,0.229,135.028,0.0
0.732,9,-10.44,0.171,0.00174,0.154,0.437,154.152,1.0
0.525,1,-5.293,0.543,0.0,0.0856,0.492,149.626,0.0
0.607,0,-8.507,0.0663,1.12e-05,0.107,0.121,105.992,1.0
0.799,5,-8.509,0.293,1.35e-05,0.077,0.793,82.001,0.0
0.707,7,-10.531,0.302,0.00453,0.161,0.557,114.62,0.0
0.357,6,-27.045,0.992,0.25,0.191,0.578,123.507,0.0
0.694,11,-9.148,0.185,0.0,0.283,0.689,135.787,1.0
0.748,5,-8.873,0.297,0.0,0.208,0.805,117.55,0.0
0.518,8,-6.337,0.00151,0.0246,0.612,0.633,133.462,1.0
0.528,2,-13.992,0.0741,0.00313,0.119,0.23,111.971,0.0
0.2,1,-25.036,0.88,0.862,0.107,0.26,65.34,0.0
0.322,11,-19.69,0.996,0.882,0.11,0.811,200.008,0.0
0.626,9,-11.776,0.000483,0.000702,0.0486,0.688,121.808,0.0
0.647,9,-11.225,0.962,0.0741,0.107,0.668,118.153,0.0
0.51,6,-13.003,0.779,0.000164,0.346,0.93,62.035,0.0
0.523,1,-3.051,0.00385,1.65e-06,0.243,0.901,141.982,1.0
0.344,5,-11.22,0.884,6.51e-06,0.221,0.348,86.973,0.0
0.828,2,-3.957,0.38,0.0,0.072,0.961,116.939,1.0
0.616,11,-10.773,0.102,1.47e-06,0.296,0.811,109.454,1.0
0.42,2,-7.581,0.678,0.0,0.0643,0.272,115.386,1.0
0.336,2,-8.833,0.121,0.905,0.0898,0.0385,103.153,1.0
0.502,7,-8.165,0.343,0.00912,0.0707,0.376,96.423,0.0
0.758,9,-5.156,0.454,0.0,0.205,0.531,127.986,0.0
0.639,10,-7.693,0.0142,0.0791,0.251,0.33,122.723,1.0
0.633,1,-4.962,0.18,0.0,0.0783,0.816,179.872,1.0
0.603,8,-2.886,0.00655,3.04e-06,0.143,0.796,135.028,1.0
0.599,5,-6.166,0.208,0.0,0.442,0.31,120.062,1.0
0.358,6,-3.722,0.000291,0.196,0.074,0.191,149.938,1.0
0.884,8,-3.865,0.063,7.04e-06,0.118,0.594,99.987,1.0
0.777,11,-6.657,0.176,1.53e-05,0.178,0.589,115.93,0.0
0.54,3,-15.627,0.923,0.926,0.0628,0.29,106.421,0.0
0.69,5,-5.025,0.253,0.0,0.116,0.544,102.04,1.0
0.712,1,-8.399,0.121,4.93e-05,0.113,0.398,115.981,1.0
0.663,11,-4.07,0.00431,1.69e-05,0.101,0.533,99.935,1.0
0.669,0,-9.83,0.277,0.0,0.113,0.263,159.969,1.0
0.506,2,-12.239,0.273,6.91e-05,0.239,0.683,183.751,0.0
0.664,7,-10.216,0.518,0.0,0.221,0.721,100.188,1.0
0.574,2,-5.261,0.0755,0.0,0.0556,0.423,190.025,1.0
0.568,2,-11.066,0.447,0.0,0.253,0.592,166.112,0.0
0.484,10,-25.245,0.992,0.934,0.0782,0.0734,108.074,0.0
0.322,4,-13.153,0.452,0.0,0.0876,0.244,208.952,0.0
0.669,6,-11.89,0.466,6.59e-06,0.0535,0.837,111.826,1.0
0.877,10,-9.594,0.358,0.000207,0.0569,0.975,134.636,0.0
0.64,2,-3.073,0.107,0.0,0.339,0.436,99.931,1.0
0.534,4,-15.95,0.995,0.894,0.107,0.705,73.898,0.0
0.717,6,-7.111,0.131,0.0298,0.122,0.658,89.969,0.0
0.775,7,-10.278,0.685,0.00101,0.273,0.864,126.974,0.0
0.514,8,-7.125,0.263,0.0,0.197,0.172,129.946,1.0
0.498,5,-6.494,0.74,0.000273,0.292,0.935,101.299,1.0
0.537,5,-4.33,0.34,9.34e-06,0.173,0.376,83.445,1.0
0.555,6,-5.533,0.0414,0.131,0.147,0.513,96.987,1.0
0.377,0,-11.139,0.804,2.7e-05,0.117,0.173,125.797,0.0
0.649,9,-18.542,0.000422,0.906,0.17,0.0371,111.016,0.0
0.703,6,-3.885,0.0517,0.0,0.34,0.495,149.906,1.0
0.715,6,-6.668,0.35,0.0,0.25,0.833,118.01,1.0
0.742,4,-4.489,0.0621,0.00218,0.111,0.652,94.011,1.0
0.51,0,-5.825,0.00451,0.0,0.138,0.209,102.42,1.0
0.575,1,-5.188,0.534,0.0,0.337,0.644,131.607,0.0
0.812,2,-6.842,0.209,0.0,0.174,0.521,137.041,1.0
0.483,6,-17.356,0.996,0.903,0.264,0.67,128.892,0.0
0.386,11,-2.692,0.000116,0.0,0.104,0.443,171.977,1.0
0.778,1,-4.136,0.496,0.0,0.0863,0.843,120.925,1.0
0.602,2,-18.39,0.69,0.0,0.223,0.822,108.04,0.0
0.311,5,-15.543,0.989,0.555,0.102,0.2,106.586,0.0
0.732,11,-5.911,0.00805,0.0301,0.0802,0.676,107.996,1.0
0.368,7,-4.534,0.121,0.0,0.135,0.353,144.058,0.0
0.457,6,-6.682,0.00114,0.00257,0.0679,0.579,80.184,1.0
0.669,3,-5.702,0.091,0.0,0.148,0.955,156.501,1.0
0.627,8,-8.153,0.675,0.0,0.12,0.432,139.79,0.0
0.825,2,-5.788,0.045,0.0,0.0999,0.598,84.009,1.0
0.74,5,-5.172,0.0657,0.0,0.182,0.829,115.085,1.0
0.62,4,-4.525,0.64,9.05e-06,0.213,0.234,128.154,1.0
0.481,4,-9.774,0.0132,0.0,0.113,0.918,170.773,1.0
0.274,8,-17.854,0.781,0.874,0.0999,0.0393,87.098,0.0
0.392,5,-6.532,0.000221,0.839,0.407,0.564,167.333,1.0
0.729,0,-13.031,0.935,0.829,0.0998,0.894,91.128,0.0
0.425,5,-21.959,0.901,0.94,0.103,0.19,79.494,0.0
0.758,1,-16.339,0.419,2.11e-05,0.0665,0.82,103.318,0.0
0.314,4,-15.239,0.868,4.15e-06,0.363,0.469,144.295,0.0
0.668,9,-13.174,0.626,0.0,0.105,0.316,128.277,0.0
0.228,5,-29.62,0.995,0.898,0.109,0.297,71.613,0.0
0.637,2,-10.027,0.59,0.000464,0.0712,0.33,109.492,1.0
0.621,10,-14.211,0.886,0.0,0.81,0.876,135.338,0.0
0.474,7,-4.534,0.0831,0.0,0.162,0.224,83.235,1.0
0.582,2,-4.843,0.0123,0.0,0.102,0.45,101.83,1.0
0.751,4,-11.363,0.995,0.666,0.108,0.635,115.572,0.0
0.385,9,-15.822,0.817,0.101,0.984,0.253,113.431,0.0
0.329,9,-14.66,0.00116,0.00245,0.285,0.188,185.49,0.0
0.721,1,-22.887,0.482,1.12e-05,0.168,0.569,81.951,0.0
0.846,11,-4.812,0.0999,0.0,0.218,0.569,121.017,1.0
0.315,7,-12.293,0.994,0.0126,0.123,0.541,79.568,0.0
0.674,1,-13.621,0.49,0.0,0.476,0.769,80.258,0.0
0.789,0,-4.54,0.146,0.0,0.0854,0.58,129.961,1.0
0.718,10,-6.007,0.543,0.0,0.116,0.722,92.107,1.0
0.812,11,-7.991,0.0459,1.54e-05,0.0442,0.745,103.029,0.0
0.473,7,-3.831,0.00025,0.153,0.0782,0.291,141.09,1.0
0.774,2,-10.073,0.0572,5.68e-05,0.0819,0.909,84.924,0.0
0.475,6,-6.776,0.653,0.796,0.214,0.647,151.606,0.0
0.635,2,-8.515,0.57,0.0,0.301,0.844,88.256,0.0
0.775,0,-4.243,0.58,0.0,0.17,0.606,129.941,1.0
0.722,2,-2.904,0.164,0.0,0.0623,0.663,89.969,0.0
0.595,8,-7.705,0.0575,0.935,0.951,0.348,137.982,1.0
0.294,0,-13.645,0.828,0.00632,0.195,0.124,76.611,0.0
0.474,2,-5.291,0.251,0.000278,0.176,0.256,147.103,1.0
0.449,2,-5.295,0.205,0.0,0.175,0.254,139.924,1.0
0.276,2,-20.512,0.968,0.935,0.151,0.819,170.256,0.0
0.236,0,-13.286,0.825,0.846,0.212,0.082,79.167,0.0
0.616,4,-8.456,0.0993,0.0,0.364,0.831,139.959,1.0
0.605,10,-8.808,0.0505,0.0,0.249,0.9,95.02,0.0
0.69,1,-4.465,0.272,0.0,0.135,0.729,87.961,1.0
0.656,7,-16.205,0.939,0.0,0.906,0.756,154.526,0.0
0.65,0,-7.484,0.0504,0.000162,0.188,0.486,122.164,0.0
0.52,9,-9.612,0.447,0.0,0.928,0.334,133.9,1.0
0.827,6,-7.784,0.444,0.0,0.133,0.707,94.957,1.0
0.699,10,-13.738,0.376,0.0,0.15,0.536,91.958,0.0
0.398,7,-20.315,0.947,0.00121,0.1,0.683,118.578,0.0
0.459,6,-4.874,0.142,0.0,0.105,0.194,137.941,1.0
0.649,2,-6.313,0.13,0.0,0.0916,0.551,93.021,0.0
0.69,9,-9.312,0.461,0.069,0.172,0.348,84.992,1.0
0.513,6,-4.71,0.00181,0.0,0.0512,0.714,82.982,1.0
0.409,10,-8.807,0.442,0.0,0.681,0.235,153.026,0.0
0.558,4,-12.943,0.784,0.0,0.22,0.402,172.644,0.0
0.715,4,-5.511,0.076,3.34e-06,0.0999,0.756,105.042,1.0
0.567,0,-9.155,0.885,0.234,0.95,0.535,143.382,0.0
0.403,9,-7.592,0.543,0.0,0.725,0.672,115.801,0.0
0.538,0,-14.745,0.197,0.00123,0.0446,0.7,171.647,1.0
0.81,9,-11.856,0.731,0.0,0.613,0.859,142.593,0.0
0.542,3,-19.92,0.995,0.972,0.108,0.222,102.699,0.0
0.563,9,-7.651,0.268,0.0,0.113,0.943,184.651,1.0
0.737,11,-4.711,0.0149,0.000583,0.0862,0.517,124.052,1.0
0.789,1,-13.702,0.0923,0.000408,0.144,0.826,104.593,1.0
0.533,7,-10.501,0.354,2.47e-06,0.244,0.541,172.404,0.0
0.671,2,-4.284,0.559,0.0,0.24,0.862,79.945,1.0
0.251,5,-9.526,0.855,0.005,0.249,0.242,97.315,0.0
0.508,4,-9.034,0.439,9.84e-06,0.111,0.4,79.359,1.0
0.718,8,-7.041,0.115,0.0,0.565,0.483,127.949,1.0
0.926,10,-2.221,0.35,6.17e-06,0.0234,0.904,110.007,1.0
0.388,0,-4.49,0.455,0.0,0.246,0.313,146.012,1.0
0.827,5,-14.28,0.602,0.00239,0.0559,0.968,118.118,0.0
0.678,1,-5.85,0.489,0.0,0.0919,0.673,135.953,0.0
0.508,6,-8.601,0.0131,0.0,0.161,0.215,131.925,1.0
0.486,9,-7.632,0.06,0.0,0.331,0.745,87.445,1.0
0.811,0,-8.27,0.492,0.00117,0.261,0.875,104.003,1.0
0.847,1,-7.267,0.0152,0.0125,0.113,0.691,102.106,1.0
0.584,8,-10.338,0.0234,0.00017,0.0808,0.387,138.022,1.0
0.583,5,-3.267,0.224,0.0,0.114,0.318,89.945,0.0
0.682,8,-9.484,0.403,0.0019,0.372,0.384,165.903,1.0
0.33,10,-4.843,0.0176,0.0,0.867,0.437,156.882,1.0
0.718,7,-5.428,0.373,9.86e-06,0.205,0.756,82.626,1.0
0.51,10,-7.001,0.269,0.0,0.465,0.656,101.502,0.0
0.635,7,-6.203,0.186,2.8e-06,0.145,0.451,165.937,1.0
0.551,9,-5.44,0.0428,0.0,0.318,0.666,156.067,1.0
0.418,1,-10.351,0.988,0.00071,0.245,0.56,64.624,0.0
0.831,5,-6.525,0.267,1.75e-05,0.0632,0.892,114.059,0.0
0.709,7,-5.518,0.329,2.09e-05,0.0939,0.284,140.081,1.0
0.508,11,-8.504,0.00891,0.21,0.157,0.442,165.969,1.0
0.764,6,-10.05,0.591,0.0,0.145,0.695,87.261,1.0
0.708,5,-8.912,0.995,0.391,0.29,0.868,109.418,0.0
0.417,6,-6.055,0.218,0.0,0.0805,0.144,143.358,1.0
0.673,0,-10.894,0.697,0.594,0.0517,0.221,123.812,0.0
0.809,5,-4.591,0.0138,0.645,0.045,0.965,126.996,1.0
0.778,7,-5.984,0.422,4.12e-05,0.288,0.668,98.231,1.0
0.839,0,-5.732,0.0177,0.0,0.0897,0.96,103.983,0.0
0.857,7,-7.562,0.0172,0.0,0.244,0.518,89.963,1.0
0.692,11,-6.077,0.47,0.0,0.109,0.255,155.834,1.0
0.484,2,-7.434,0.411,0.0,0.0834,0.242,143.997,1.0
0.776,11,-11.511,0.00348,0.585,0.126,0.397,86.662,0.0
0.697,2,-8.838,0.115,0.896,0.0895,0.486,155.974,1.0
0.417,7,-6.484,0.0955,0.0287,0.0989,0.625,204.113,1.0
0.581,10,-15.13,0.805,0.000566,0.293,0.536,116.848,0.0
0.638,9,-6.14,0.551,0.0,0.101,0.869,133.748,0.0
0.271,5,-8.03,0.00217,0.52,0.0707,0.803,142.914,1.0
0.394,3,-8.243,0.0404,6.96e-05,0.112,0.264,135.188,1.0
0.159,9,-18.116,0.992,0.811,0.21,0.597,173.774,0.0
0.556,11,-5.973,0.452,0.0,0.983,0.696,147.57,1.0
0.794,9,-7.761,0.0184,0.947,0.0527,0.718,130.231,1.0
0.67,7,-4.622,0.00199,0.0,0.232,0.544,95.001,1.0
0.778,6,-5.982,0.0104,0.0588,0.103,0.798,99.029,0.0
0.467,2,-5.166,0.181,0.0,0.15,0.246,134.551,0.0
0.712,3,-8.567,0.00437,0.0,0.134,0.515,145.964,1.0
0.465,7,-12.9,0.598,0.000345,0.0668,0.359,143.676,1.0
0.582,7,-6.147,0.166,0.00162,0.0407,0.7,86.051,1.0
